board,job_id,url,title,company,location,country,salary,currency,degree_required,eu_passport_required,contract_length,start_date,apply_email,apply_url,posted_date,description,raw
seriousteachers,278658,https://www.seriousteachers.com/job_details/278658/0/,English and Science Teacher,Albanian International School,Tirana,Albania,,,Bachelor,,,,,https://www.seriousteachers.com/te2/Login/278658/15857,,"Required Degrees: BA or BS degree from an accredited university Fields of Expertise: ESL/EFL, Science, Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for eleven years and is fully accredited by the Ministry of Education and Sport and by WASC Western Association of Schools and Colleges. Minimum Job Requirements: BA or BS degree from an accredited university The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Previous teaching experience and/or valid teaching certification Native fluency in English Basic IT proficiency Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only.","Required Degrees: BA or BS degree from an accredited university Fields of Expertise: ESL/EFL, Science, Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for eleven years and is fully accredited by the Ministry of Education and Sport and by WASC Western Association of Schools and Colleges. Minimum Job Requirements: BA or BS degree from an accredited university The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Previous teaching experience and/or valid teaching certification Native fluency in English Basic IT proficiency Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: Homeroom teacher Follow the curriculum standards Develop daily lesson plans for all subjects which are subject to review by the Academic Director Help build the school’s reputation and student recruitment through community outreach and occasional marketing events outside of school hours Write short monthly articles for the school newsletter Complete all grading and lesson plans in a timely manner Support students when needed by providing additional assistance with daily assignments and projects Highly organized and punctual Job benefits: Round trip airfare from and to country of origin for foreign hires Rent free modern apartment (teacher pays only for utilities, internet) The work permit and visa tax fees are paid by the school Residence permit"
seriousteachers,278623,https://www.seriousteachers.com/job_details/278623/0/,Science and English Teachers,Albanian International School,Tirana,Albania,,,Bachelor,,,,,https://www.seriousteachers.com/te2/Login/278623/15857,,"Required Degrees: BA or BS degree from an accredited university Fields of Expertise: ESL/EFL, Science, English Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for eleven years and is fully accredited by the Ministry of Education and Sport and by WASC Western Association of Schools and Colleges. Minimum Job Requirements: BA or BS degree from an accredited university The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Previous teaching experience and/or valid teaching certification Native fluency in English Basic IT proficiency Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agenc","Required Degrees: BA or BS degree from an accredited university Fields of Expertise: ESL/EFL, Science, English Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for eleven years and is fully accredited by the Ministry of Education and Sport and by WASC Western Association of Schools and Colleges. Minimum Job Requirements: BA or BS degree from an accredited university The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Previous teaching experience and/or valid teaching certification Native fluency in English Basic IT proficiency Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: Homeroom teacher Follow the curriculum standards Develop daily lesson plans for all subjects which are subject to review by the Academic Director Help build the school’s reputation and student recruitment through community outreach and occasional marketing events outside of school hours Write short monthly articles for the school newsletter Complete all grading and lesson plans in a timely manner Support students when needed by providing additional assistance with daily assignments and projects Highly organized and punctual Job benefits: Round trip airfare from and to country of origin for foreign hires Rent free modern apartment (teacher pays only for utilities, internet) The work permit and visa tax fees are paid by the school Residence permit"
seriousteachers,278530,https://www.seriousteachers.com/job_details/278530/0/,"English,Science,French Teacher for Upper Grades",Albanian International School,Tirana,Albania,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/Login/278530/15857,,"Required Degrees: BA or BS degree from an accredited university! Fields of Expertise: ESL/EFL, French, Science, Salary: Negotiable Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for eleven years and is fully accredited by the Ministry of Education and Sport and by WASC Western Association of Schools and Colleges. Minimum Job Requirements: BA or BS degree from an accredited university The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Previous teaching experience and/or valid teaching certification Native fluency in English Basic IT proficiency Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relev","Required Degrees: BA or BS degree from an accredited university! Fields of Expertise: ESL/EFL, French, Science, Salary: Negotiable Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for eleven years and is fully accredited by the Ministry of Education and Sport and by WASC Western Association of Schools and Colleges. Minimum Job Requirements: BA or BS degree from an accredited university The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Previous teaching experience and/or valid teaching certification Native fluency in English Basic IT proficiency Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: Homeroom teacher Follow the curriculum standards Develop daily lesson plans for all subjects which are subject to review by the Academic Director Help build the school’s reputation and student recruitment through community outreach and occasional marketing events outside of school hours Write short monthly articles for the school newsletter Complete all grading and lesson plans in a timely manner Support students when needed by providing additional assistance with daily assignments and projects Highly organized and punctual Job benefits: Round trip airfare from and to country of origin for foreign hires Rent free modern apartment (teacher pays only for utilities, internet) The work permit and visa tax fees are paid by the school Residence permit"
seriousteachers,263547,https://www.seriousteachers.com/job_details/263547/0/,"Grade 1 and 2 Homeroom Teacher, English",,Tirana,Albania,,,Bachelor,,,,,https://www.seriousteachers.com/te2/Login/263547/15857,,"Required Degrees: Valid Teaching License or Degree in Education Fields of Expertise: ESL/EFL, Elementary, High School, University, Details: Come Experience the Rich History and Culture of the Balkans! Openings: Middle School English, 1st, 2nd, Grade Homeroom Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency obtained in one of the aforementioned countries 7. Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: 1. Homeroom teacher 2.Native English Speaker 3. Follow the curriculum standards 4. Develop lesson plans for all subjects which are subject to review by the Head Teacher 5. Write short monthly articles for the school newsletter 6. Complete all grading and lesson plans in a timely manner 7. Highly","Required Degrees: Valid Teaching License or Degree in Education Fields of Expertise: ESL/EFL, Elementary, High School, University, Details: Come Experience the Rich History and Culture of the Balkans! Openings: Middle School English, 1st, 2nd, Grade Homeroom Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency obtained in one of the aforementioned countries 7. Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: 1. Homeroom teacher 2.Native English Speaker 3. Follow the curriculum standards 4. Develop lesson plans for all subjects which are subject to review by the Head Teacher 5. Write short monthly articles for the school newsletter 6. Complete all grading and lesson plans in a timely manner 7. Highly organized and punctual Job benefits: 1. Round trip airfare from and to country of origin 2. Rent free modern apartment (teacher pays for only utilities, internet) 3. The work permit and visa tax fees are paid by the school 4. Excellent low-cost home location to see the Balkans and travel Europe. 5. Small class size and established Common Core curricula."
seriousteachers,275641,https://www.seriousteachers.com/job_details/275641/0/,"US Passport Grades 4-8 Eng, Sci, Music, SocStudies",Albanian International School,Tirana,Albania,Negotiable,,Bachelor,,,September 2021,,https://www.seriousteachers.com/te2/Login/275641/15857,,"Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for nine years and is fully accredited by the Ministry of Education and Sport and we are progressing through the WASC international accreditation process. Starting Date: September 2021 Openings: Middle School English Teacher, Science Teacher and Music Teacher. Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency 6. Native citizen of the U.S. only (our school utilizes a U.S. curricula and the visa process is easier for U.S. citizens). 7. Criminal records check issued by the teacher’s home country dated","Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for nine years and is fully accredited by the Ministry of Education and Sport and we are progressing through the WASC international accreditation process. Starting Date: September 2021 Openings: Middle School English Teacher, Science Teacher and Music Teacher. Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency 6. Native citizen of the U.S. only (our school utilizes a U.S. curricula and the visa process is easier for U.S. citizens). 7. Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: 1. Teach Math, Science, English and/or Social Studies, (Depending on certification) 2. Follow the curriculum standards 3. Develop daily lesson plans for all subjects which are subject to review by the Head Teacher 4. Assist with occasional extracurricular activities outside of school hours 5. Help build the school’s reputation and student recruitment through community outreach and occasional marketing events outside of school hours 6. Write short monthly articles for the school newsletter 7. Complete all grading and lesson plans in a timely manner 8. Support students when needed by providing additional assistance with daily assignments and projects 9. Highly organized and punctual Job benefits: 1. Round trip airfare from and to country of origin for foreign hires 2. Rent free modern apartment (teacher pays only for utilities, internet) 3. Medical insurance by the Albanian government. 4. The work permit and visa tax fees are paid by the school 5. Residence permit"
seriousteachers,279520,https://www.seriousteachers.com/job_details/279520/0/,Elementary Teacher (PreK – Grade 4)!,Albanian International School,Tirana,Albania,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/Login/279520/24828,,"Required Degrees: BA/BS Fields of Expertise: Nursery, Elementary, Kindergarten, Salary: Negotiable Details: Elementary Teacher (PreK – Grade 4) - Albanian International School – Tirana, Albania. Certification Requirement: - BA or BS degree from an accredited university. Fields of Expertise: - Elementary Teacher (PreK – Grade 4). About Us: Albanian International School is an international school located in Tirana, the capital city of Albania. We are seeking dedicated teachers who are flexible, motivated, and ready for the challenge of teaching multiple subjects in a classroom setting. Candidates should also be committed to supporting school growth through active involvement in the school community. Albanian International School has been operating for ten years and is fully accredited by the Ministry of Education and Sport and by WASC (Western Association of Schools and Colleges). Minimum Job Requirements -BA or BS degree from an accredited university. -Original diploma and a copy of grade transcript signed by the University’s Dean and Rector. Previous teaching experience and/or valid teaching certification. Native-level fluency in English. Criminal record check issued by the applica","Required Degrees: BA/BS Fields of Expertise: Nursery, Elementary, Kindergarten, Salary: Negotiable Details: Elementary Teacher (PreK – Grade 4) - Albanian International School – Tirana, Albania. Certification Requirement: - BA or BS degree from an accredited university. Fields of Expertise: - Elementary Teacher (PreK – Grade 4). About Us: Albanian International School is an international school located in Tirana, the capital city of Albania. We are seeking dedicated teachers who are flexible, motivated, and ready for the challenge of teaching multiple subjects in a classroom setting. Candidates should also be committed to supporting school growth through active involvement in the school community. Albanian International School has been operating for ten years and is fully accredited by the Ministry of Education and Sport and by WASC (Western Association of Schools and Colleges). Minimum Job Requirements -BA or BS degree from an accredited university. -Original diploma and a copy of grade transcript signed by the University’s Dean and Rector. Previous teaching experience and/or valid teaching certification. Native-level fluency in English. Criminal record check issued by the applicant’s home country within the last 6 months (official government-issued document only). Job Benefits - Round-trip airfare to and from the country of origin (for foreign hires) - Rent-free modern apartment (teacher covers utilities and internet) - Medical insurance provided by the Albanian government - Work permit and visa tax fees covered by the school Residence permit provided! Headteacher Responsibilities - Promote school values, implement policies, and ensure a safe and inclusive environment - Lead teaching, curriculum development, and staff growth to maintain high academic standards - Foster positive school culture, student behaviour, and community engagement - Manage school resources effectively - Drive continuous school improvement and strategic planning - Ensure governance accountability and compliance with regulations"
seriousteachers,227424,https://www.seriousteachers.com/job_details/227424/0/,"Elem (Grades 3/4) Science/ Math/I T 5-9, PreK, KG",Albanian International School,Tirana,Albania,Negotiable,,Licensed in Area,,,,,https://www.seriousteachers.com/te2/Login/227424/13185,,"Required Degrees: Licensed in Area. Experience preferred. Fields of Expertise: Nursery, Elementary, Kindergarten, Science, Math, IT Salary: Negotiable Albanian International School Details: Well furnished housing/utilities provided in new apartment close to school. Teaching couple desired (dependents OK). Round trip airfare reimbursed. Albanian taxes paid. Albania has great natural beauty from mtns to beaches, ancient history, close to Greece and Italy as well as all Balkan countries. Very safe and friendly to U.S. and EU citizens. Travel and explore while teaching!","Required Degrees: Licensed in Area. Experience preferred. Fields of Expertise: Nursery, Elementary, Kindergarten, Science, Math, IT Salary: Negotiable Albanian International School Details: Well furnished housing/utilities provided in new apartment close to school. Teaching couple desired (dependents OK). Round trip airfare reimbursed. Albanian taxes paid. Albania has great natural beauty from mtns to beaches, ancient history, close to Greece and Italy as well as all Balkan countries. Very safe and friendly to U.S. and EU citizens. Travel and explore while teaching!"
seriousteachers,206039,https://www.seriousteachers.com/job_details/206039/0/,"Pre Kindergarten, Elementary and Math/Science",,Tirana,Albania,Negotiable,,Licensed teacher,,1 year,,,https://www.seriousteachers.com/te2/Login/206039/10440,,"Required Degrees: Licensed teacher, native English speaker, some exp Fields of Expertise: Nursery, Elementary, Kindergarten, Math/Physics, Salary: Negotiable Details: Retired teachers, married teaching couples encouraged to apply. Free furnished housing close to school available. RT Airfare, 1 year contract. Net salary based on experience. VISA/Work permit paid for.","Required Degrees: Licensed teacher, native English speaker, some exp Fields of Expertise: Nursery, Elementary, Kindergarten, Math/Physics, Salary: Negotiable Details: Retired teachers, married teaching couples encouraged to apply. Free furnished housing close to school available. RT Airfare, 1 year contract. Net salary based on experience. VISA/Work permit paid for."
seriousteachers,194958,https://www.seriousteachers.com/job_details/194958/0/,Teacher,Memorial International School of Tirana (MIST),Tirana,Albania,,,Bachelor,,,,,https://www.seriousteachers.com/te2/Login/194958/4783,,"Required Degrees: Bachelor’s or Master’s Degree Fields of Expertise: Nursery, Elementary, Kindergarten, Science, Math/Physics, Details: Memorial International School of Tirana (MIST) is seeking native English speakers for 2011-12 job openings. Potential candidates should have a university degree or an academic background related to kindergarten or elementary education. Applicants should forward their resume or C.V. a recent photo.","Required Degrees: Bachelor’s or Master’s Degree Fields of Expertise: Nursery, Elementary, Kindergarten, Science, Math/Physics, Details: Memorial International School of Tirana (MIST) is seeking native English speakers for 2011-12 job openings. Potential candidates should have a university degree or an academic background related to kindergarten or elementary education. Applicants should forward their resume or C.V. a recent photo."
seriousteachers,276795,https://www.seriousteachers.com/job_details/276795/0/,Grade 1 Homeroom Teacher in Albania,Albanian International School,Tirana,Albania,,,Bachelor,,,August 2022,,https://www.seriousteachers.com/te2/Login/276795/20524,,"Required Degrees: Teacher’s License and BA/MA in Teaching Fields of Expertise: Elementary, Curriculum Developer, Science, Math/Physics, Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for ten years and is fully accredited by the Ministry of Education and Sport and WASC. Starting Date: August 2022 Openings: Grade 1 Homeroom Teacher Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Apostille. 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency 6. Native citizen of the U.S. 7. Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party backgroun","Required Degrees: Teacher’s License and BA/MA in Teaching Fields of Expertise: Elementary, Curriculum Developer, Science, Math/Physics, Details: Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for ten years and is fully accredited by the Ministry of Education and Sport and WASC. Starting Date: August 2022 Openings: Grade 1 Homeroom Teacher Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector Apostille. 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency 6. Native citizen of the U.S. 7. Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: 1. Homeroom teacher 2. Teach Math, Science, English and/or Social Studies (Depending on certification) 3. Follow the curriculum standards 4. Develop daily lesson plans for all subjects which are subject to review by the Head Teacher Job benefits: 1. Round trip airfare from and to country of origin for foreign hires 2. Rent free modern apartment (teacher pays only for utilities, internet) 3. Medical insurance by the Albanian government. 4. The work permit and visa tax fees are paid by the school 5. Residence permit"
seriousteachers,262714,https://www.seriousteachers.com/job_details/262714/0/,"Kindergarten, Primary and Secondary Teachers",Albanian International School,Tirana,Albania,1000,EUR,Bachelor,,,September 2016,,https://www.seriousteachers.com/te2/Login/262714/15857,"March 1st, 2016","Required Degrees: Teaching license Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, Science, Math/Physics, Summer Camp, Details: Albanian International School Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for five years and is fully accredited by the Ministry of Education and Sport and we are progressing through the WASC international accreditation process. Albania is a beautiful country full of gorgeous beaches and snow-capped mountains and the cost of living is among the lowest worldwide. It is bordered by Montenegro, Kosovo, the Republic of Macedonia, Italy and Greece. Albania achieved democracy in 1990, and is rapidly becoming a top tourist destination. Albania was recommended as a top travel destination by Lonely Planet and in 2014, Albania was nominated as the number 4 global tourist destination by the New Yor","Required Degrees: Teaching license Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, Science, Math/Physics, Summer Camp, Details: Albanian International School Albanian International School is an international school located in Tirana, the capital city of Albania. We are looking for dedicated teachers who are flexible and ready for the challenge of both teaching multiple subjects in a classroom setting and committed to helping the school grow by being active in the community. Albanian International School has been in operation for five years and is fully accredited by the Ministry of Education and Sport and we are progressing through the WASC international accreditation process. Albania is a beautiful country full of gorgeous beaches and snow-capped mountains and the cost of living is among the lowest worldwide. It is bordered by Montenegro, Kosovo, the Republic of Macedonia, Italy and Greece. Albania achieved democracy in 1990, and is rapidly becoming a top tourist destination. Albania was recommended as a top travel destination by Lonely Planet and in 2014, Albania was nominated as the number 4 global tourist destination by the New York Times. Come experience life in Albania and the excitement of being in on the ground floor of a new, modern institution of excellence in education. We would invite any hard-working educator who desires to help a country improve its education system to inquire with the school itself. Starting Date: September 2016 Openings: Kindergarten, Primary and Secondary Teachers- Tirana, Albania. Minimum Job Requirements: 1. BA or BS degree from an accredited university 2. The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector 3. Previous teaching experience and/or valid teaching certification 4. Native fluency in English 5. Basic IT proficiency 6. Native citizen of the U.S., U.K., Australia, New Zealand or Canada or education obtained in one of the aforementioned countries 7. Criminal records check issued by the teacher’s home country dated within the last 6 months. We require official checks issued by the relevant government agency only. No third party background checks accepted. US citizens are required to submit BOTH a Bureau of Criminal Investigation (BCI) and FBI criminal background check. Job duties: 1. Homeroom teacher 2. Teach Math, Science, English and/or Social Studies (Depending on certification) 3. Follow the curriculum standards 4. Develop daily lesson plans for all subjects which are subject to review by the Head Teacher 5. Assist with occasional extracurricular activities outside of school hours 6. Help build the school’s reputation and student recruitment through community outreach and occasional marketing events outside of school hours 7. Write short monthly articles for the school newsletter 8. Complete all grading and lesson plans in a timely manner 9. Support students when needed by providing additional assistance with daily assignments and projects 10. Highly organized and punctual Job benefits: 1. Round trip airfare from and to country of origin for foreign hires 2. Rent free modern apartment (teacher pays only for utilities, internet) 3. Medical insurance school will pay half initial insurance fee 4. The work permit and visa tax fees are paid by the school 5. Residence permit: The school pays for the Employee’s Albanian state tax and residence permit. Starting Salary: Starting salary of € 1000 for foreign hires with a biannual performance raise. Please submit your details before March 1st, 2016"
seriousteachers,250998,https://www.seriousteachers.com/job_details/250998/0/,Primary and Secondary Teachers,Albanian International School,Tirana,Albania,800-1000,EUR,Bachelor,,10 months,September 2016,,https://www.seriousteachers.com/te2/Login/250998/15857,February 2016,"Required Degrees: Teaching License Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, Science, Math/Physics, Summer Camp, Details: Albanian International School is the newest international school in Tirana, the capital city of Albania. It requires a staff of dedicated teachers who must be flexible and ready for the challenge of not only teaching multiple subjects in a classroom setting, but helping the school grow by being active in the community and involves teaching students from grade 1-9 with a dedicated interest in encouraging students to learn English. Albanian International School has been operating for four years now and is accredited by the Ministry of Education and Sport. Albanian is the official language of Albania. Albania is a beautiful country full of gorgeous beaches and snow-capped mountains, and the cost of living is among the lowest worldwide. Albania is a democratic country since 1990, and it is developing very fast. It is bordered by Montenegro, Kosovo, Republic of Macedonia, Italy and Greece. It has a coast on the Adriatic Sea to the west and on the Ionian Sea to the southwest. Albania was recommended as a top travel","Required Degrees: Teaching License Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, Science, Math/Physics, Summer Camp, Details: Albanian International School is the newest international school in Tirana, the capital city of Albania. It requires a staff of dedicated teachers who must be flexible and ready for the challenge of not only teaching multiple subjects in a classroom setting, but helping the school grow by being active in the community and involves teaching students from grade 1-9 with a dedicated interest in encouraging students to learn English. Albanian International School has been operating for four years now and is accredited by the Ministry of Education and Sport. Albanian is the official language of Albania. Albania is a beautiful country full of gorgeous beaches and snow-capped mountains, and the cost of living is among the lowest worldwide. Albania is a democratic country since 1990, and it is developing very fast. It is bordered by Montenegro, Kosovo, Republic of Macedonia, Italy and Greece. It has a coast on the Adriatic Sea to the west and on the Ionian Sea to the southwest. Albania was recommended as a top travel destination, by Lonely Planet. In 2014 Albania was nominated as number 4 global touristic destination by New York Times. Come experience life in Albania and the excitement of being in on the ground floor of a new, modern institution of excellence in education. Starting Date: September 2016 HEADER: Primary and Secondary Teachers- Tirana, Albania. Job Requirements for the following position: 1. BA or BS degree from accredited university as well as a Master degree. 2. The Original Diploma and a copy of your Grade Transcript signed by the University’s Dean and Rector 3. Previous teaching experience and/or valid teaching certification/degree (preferable with a license in teaching) 4. Native fluency in English 5. Basic IT proficiency 6. Native citizen of the U.S., U.K., Australia, New Zealand or Canada OR education obtained in one of the aforementioned countries 7. Criminal records issued by the teacher’s home country for the last 6 months. 8. Your marriage certificate with the Apostile stamp needed. 9. Residence permit: The Employee only pays for the Albanian state tax and only for the Employee’s residence permit not for his/her family members. 10. The Teacher is paid for 10 months in addition to one salary for the holiday. (The first salary will be given to the Employee at the end of the school year due to safety reasons to make sure the Employee will not leave without a notice in advance) Job duties: 1. Homeroom teacher / subject teacher 2. Teach Math, Science, English and Social Studies (History/Geography) 3. Follow the curriculum standards 4. Develop daily lesson plans for all subjects which are subject to review by Head Teacher 5. Assist with extracurricular activities outside of school hours 6. Help build the school’s reputation and student recruiting through community outreach and occasional marketing events outside of school hours 7. Write short monthly articles for the school newsletter 8. Complete all grading, and lesson plans in a timely manner 9. Support students by providing additional assistance with daily assignments and projects 10. Highly organized and punctual Job benefits: 1. A round trip airfare from and to country of origin 2. Fully paid housing rent (water bills, electricity and internet access are paid by the teacher) 3. Medical care paid half by the teacher and half by the school 4. The work permit and visa tax paid by the school Starting Salary: Based on experience and qualifications (Teachers that don’t have much experience start with a 800 Euros salary, while certified Teachers 1000 Euros.) To apply please email the Recruitment Coordinator with a cover letter, resume and a sample lesson plan. Deadline: February 2016"
