board,job_id,url,title,company,location,country,salary,currency,degree_required,eu_passport_required,contract_length,start_date,apply_email,apply_url,posted_date,description,raw
seriousteachers,267803,https://www.seriousteachers.com/job_details/267803/0/,Teaching positions in Dongguan this winter,WISE Education,Dongguan,China,RMB600-800 per day,RMB,,,,28th Jan 2018,,https://www.seriousteachers.com/te2/respond/267803/19849,,"Fields of Expertise: Elementary, Kindergarten, University, University, Summer Camps, Fresh Graduate to be considered Salary: ¥600 CNY Consilium Education Details: WISE Education winter program: This winter, WISE Education will work with China’s leading education group, who runs one of the largest school networks in China accommodating fifty thousand students span across its campuses. It is a publicly listed company in Hong Kong. Our mandate is to help the school to provide multi-media, multi dimensional learning with a focus on bridging their students with overseas education. Job Description: One aim is to bring in proper English Presentation and public Speaking skills to mainland students. The course curriculum and teaching material are designed, and will be led by a group of native speaking teachers. We are looking to hire Part Time Native English Teachers for the program covering: - Primary School English Starters (6 - 12 years old) - Junior High School English Flyers (12-15 years old) - High School Elites (14-17 years old) The course is live-in programs that runs from 28th Jan 2018 to the 3rd Feb 2018 (could be extended to 10 Feb 2018) in one of the best learning facilities in","Fields of Expertise: Elementary, Kindergarten, University, University, Summer Camps, Fresh Graduate to be considered Salary: ¥600 CNY Consilium Education Details: WISE Education winter program: This winter, WISE Education will work with China’s leading education group, who runs one of the largest school networks in China accommodating fifty thousand students span across its campuses. It is a publicly listed company in Hong Kong. Our mandate is to help the school to provide multi-media, multi dimensional learning with a focus on bridging their students with overseas education. Job Description: One aim is to bring in proper English Presentation and public Speaking skills to mainland students. The course curriculum and teaching material are designed, and will be led by a group of native speaking teachers. We are looking to hire Part Time Native English Teachers for the program covering: - Primary School English Starters (6 - 12 years old) - Junior High School English Flyers (12-15 years old) - High School Elites (14-17 years old) The course is live-in programs that runs from 28th Jan 2018 to the 3rd Feb 2018 (could be extended to 10 Feb 2018) in one of the best learning facilities in Dongguan, China. The program will be conducted by our Native English Teachers and facilitated by China registered bilingual teachers. We currently have only 8 positions left for a position as a Native English Teacher. Job Requirements / Responsibilities: - To be able to teach students from 6-15years old (to 17 years old on Elite Class will depend on the qualifications and calibre of the applicants) on Basic, Intermediate and Advance English via playgroups, dramas, music, arts, culture, sports and project based activities. - The program lasts an entire day with multiple breaks in between classes - The program is designed to be interactive so active discussions will have to be encouraged and mediated by teachers - The program is designed in UK and minor adjustment to meet the participating students will be required so teachers need to assist lesson preparation and modification on the given curriculum - Plan and develop activities for students to have fun learning - Friendly, creative, patient, compassionate and love working with young kids and teens - At least 1 year of relevant experience in early learning or teaching playgroup, or fresh graduates might also be considered - Native / Fluent English - Punctual and responsible: we have high commitment and premium teaching standard to our students. We and our committed teachers MUST deliver as promised (No need this sentence) Compensations: Salary To be discussed (between RMB600-800 per day depending on work experiences) Accommodation: - Stationed in Dongguan, China during the course period single room in a nearby 5 star hotel with meals (on campus) Transportation: Self arranged to arrive Dongguan. Visa: Employer Will Not Sponsor. Teaching Development Program: Our goal is to learn and grow with our teachers and hopefully be able to develop future programs with you as the core teaching team. By the end of this program, we anticipate our teachers will: - process a good understanding of the new developments in the largest education system in today’s world via firsthand experience of participating directly in China’s education - briefly understand the operation system in managing a school network of fifty thousand students, or fifteen thousand students in one single location - interested candidates should send their cv."
seriousteachers,232933,https://www.seriousteachers.com/job_details/232933/0/,"Female ESL Teacher, UK interviews, April 2015",,Medinah,Saudi Arabia,"£33,000 TAX FREE per annum",GBP,Bachelor,,1 year,August,,https://www.seriousteachers.com/te2/respond/232933/8267,,"Fields of Expertise: ESL/EFL, High School, University, Salary: $3,500 USD Details: Female ESL Teacher, Saudi Arabia. UK interviews in April! £33,000 TAX FREE per annum Female ESL Teachers are required for a leading education and training provider, originally based in the UK and operational in Saudi Arabia, within the Colleges of Excellence initiative as well as the oil and gas sector. The company is responsible for a vocational COE college in Medinah, which offers training to female students in a variety of subjects, including engineering, health studies and business studies. Before embarking on their 2 year diploma, the students must pass a foundation year, which include general English studies. These positions are teaching general English, full time, within the college, for a 1 year renewable contract. They are looking for teachers to join ASAP. Qualifications and Responsibilities Female teachers only BA from a recognised, accredited university, ideally in an English related subject CELTA or equivalent (minimum 120 hour in-class TEFL training) 3 years’ ESL teaching experience at post-secondary/tertiary level Experience from Saudi Arabia, or another GCC country is advantageous UK","Fields of Expertise: ESL/EFL, High School, University, Salary: $3,500 USD Details: Female ESL Teacher, Saudi Arabia. UK interviews in April! £33,000 TAX FREE per annum Female ESL Teachers are required for a leading education and training provider, originally based in the UK and operational in Saudi Arabia, within the Colleges of Excellence initiative as well as the oil and gas sector. The company is responsible for a vocational COE college in Medinah, which offers training to female students in a variety of subjects, including engineering, health studies and business studies. Before embarking on their 2 year diploma, the students must pass a foundation year, which include general English studies. These positions are teaching general English, full time, within the college, for a 1 year renewable contract. They are looking for teachers to join ASAP. Qualifications and Responsibilities Female teachers only BA from a recognised, accredited university, ideally in an English related subject CELTA or equivalent (minimum 120 hour in-class TEFL training) 3 years’ ESL teaching experience at post-secondary/tertiary level Experience from Saudi Arabia, or another GCC country is advantageous UK passport holder – due to visa availability Package £33,000 TAX FREE per annum Company provided accommodation £2000 per annum transportation allowance (paid monthly) Mobilisation/demobilisation flights Medical insurance 30 days’ paid annual leave + public holidays Visa Contact us ASAP for UK interview locations between the 20th and 24th April. August start dates."
seriousteachers,253224,https://www.seriousteachers.com/job_details/253224/0/,Native English Tutor,Maple Tree Education Centre Limited,"South Horizons, West 9 Zone and North Point",Hong Kong,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/253224/16118,,"Fields of Expertise: University, Salary: Negotiable Maple Tree Education Centre Limited Details: Maple Tree Education Centre aims to use love and passion to rekindle our students’ interest for English and foreign languages, and to nurture the next generation of self-motivated leaders. We offer diverse courses for pre-nursery, kindergarten, primary and junior secondary school children. We are dedicated to provide a cheerful and lively learning atmosphere and make it our obligation to develop all-rounded students. Our team teaches children with great passion. We treasure teachers and staff as our greatest asset and offer a warm and delightful working environment as well as attractive remuneration packages. We also provide a training course to all new teachers and good advancement opportunities. To cope with our expansion, we are seeking several teachers for our centre at South Horizons, West 9 Zone and North Point. We invite you to join our team! Responsibilities: • To teach pre-nursery, kindergarten, primary and junior secondary school students • To give the classroom a dynamic, animated feel • To be able to handle small classes up to 6 students • To prepare teaching materials • To","Fields of Expertise: University, Salary: Negotiable Maple Tree Education Centre Limited Details: Maple Tree Education Centre aims to use love and passion to rekindle our students’ interest for English and foreign languages, and to nurture the next generation of self-motivated leaders. We offer diverse courses for pre-nursery, kindergarten, primary and junior secondary school children. We are dedicated to provide a cheerful and lively learning atmosphere and make it our obligation to develop all-rounded students. Our team teaches children with great passion. We treasure teachers and staff as our greatest asset and offer a warm and delightful working environment as well as attractive remuneration packages. We also provide a training course to all new teachers and good advancement opportunities. To cope with our expansion, we are seeking several teachers for our centre at South Horizons, West 9 Zone and North Point. We invite you to join our team! Responsibilities: • To teach pre-nursery, kindergarten, primary and junior secondary school students • To give the classroom a dynamic, animated feel • To be able to handle small classes up to 6 students • To prepare teaching materials • To give assistance in improving the curriculum Requirements: • Degree holder • HKID or valid working visa • Must be a native speaker of English • Must be dedicated to education and love working with children • Teaching experience is preferable but not mandatory • Must work on Saturdays • Multi lingual in Spanish and/or French is an advantage • Preference given to applicants with immediate availability"
seriousteachers,216742,https://www.seriousteachers.com/job_details/216742/0/,Technical English roles in Saudi! $72000 min!,,Jizan and other locations,Saudi Arabia,"$72,000 min",USD,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/216742/8267,,"Required Degrees: BA + ESL qualification Fields of Expertise: ESL/EFL, University, University, Salary: $72,000 USD Details: We have a need for Technical English Teachers to work for a highly reputable and well known polytechnic network in Saudi Arabia. Roles availablein Jizan and other locations in KSA. Package Overall package around SAR330,000 includes: annual salary (SAR270,000), local transport allowance; furnished shared accommodation with utilities and internet or an accommodation allowance; one-off relocation allowance; 21 working days; paid public holidays, private medical insurance; initial one way economy class flight to Saudi; and thereafter an annual flight provision. Requirements • Native English speakers from New Zealand, United States, Australia, Canada or the United Kingdom; • A minimum of 5 years full time post graduation teaching experience in ESL / EFL. • A relevant qualification in an ESL, supported by an appropriate bachelor or higher degree. • Ideally have experience teaching in a Middle East and/or Saudi training institution, or of teaching Saudi students; If you meet the criteria then forward your CV now! Due to cultural sensitivity, roles open to male teache","Required Degrees: BA + ESL qualification Fields of Expertise: ESL/EFL, University, University, Salary: $72,000 USD Details: We have a need for Technical English Teachers to work for a highly reputable and well known polytechnic network in Saudi Arabia. Roles availablein Jizan and other locations in KSA. Package Overall package around SAR330,000 includes: annual salary (SAR270,000), local transport allowance; furnished shared accommodation with utilities and internet or an accommodation allowance; one-off relocation allowance; 21 working days; paid public holidays, private medical insurance; initial one way economy class flight to Saudi; and thereafter an annual flight provision. Requirements • Native English speakers from New Zealand, United States, Australia, Canada or the United Kingdom; • A minimum of 5 years full time post graduation teaching experience in ESL / EFL. • A relevant qualification in an ESL, supported by an appropriate bachelor or higher degree. • Ideally have experience teaching in a Middle East and/or Saudi training institution, or of teaching Saudi students; If you meet the criteria then forward your CV now! Due to cultural sensitivity, roles open to male teachers only."
seriousteachers,217666,https://www.seriousteachers.com/job_details/217666/0/,"Native English , Maths Teacher",Sara Beattie Appointments,Hong Kong,Hong Kong,"2,300",USD,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/217666/11947,,"Required Degrees: TESOL, TEFL and CELTA preferred Fields of Expertise: ESL/EFL, University, University, Math/Physics, SAT/GMAT Test Preparation Salary: $2,300 USD Sara Beattie Appointments Details: Native English Teacher The company is a learning centre that provides SAT test preparation to students who wish to further their studies in the USA. The centre is part of a larger well respected and worldwide franchise. Due to expansion the company is looking for motivated professionals who have a desire in education. ________________________________________ Job Description: • Teaching young adults around 14 and up • Teaching in class and tutorial style • Preparing classes from materials and syllabus that has been provided by head office • Teach an equal amount of classes for English , Maths preparation courses • Assisting students with extra homework on areas that are marked by the student or parent for improvement Job Requirements: • Native English Speaker • Degree holder in any discipline and/or holder of TESOL, TEFL and CELTA preferred • Experience in teaching preferred • Friendly, patient, energetic, well organized and able to tailor classes to class needs • Ability to work within a","Required Degrees: TESOL, TEFL and CELTA preferred Fields of Expertise: ESL/EFL, University, University, Math/Physics, SAT/GMAT Test Preparation Salary: $2,300 USD Sara Beattie Appointments Details: Native English Teacher The company is a learning centre that provides SAT test preparation to students who wish to further their studies in the USA. The centre is part of a larger well respected and worldwide franchise. Due to expansion the company is looking for motivated professionals who have a desire in education. ________________________________________ Job Description: • Teaching young adults around 14 and up • Teaching in class and tutorial style • Preparing classes from materials and syllabus that has been provided by head office • Teach an equal amount of classes for English , Maths preparation courses • Assisting students with extra homework on areas that are marked by the student or parent for improvement Job Requirements: • Native English Speaker • Degree holder in any discipline and/or holder of TESOL, TEFL and CELTA preferred • Experience in teaching preferred • Friendly, patient, energetic, well organized and able to tailor classes to class needs • Ability to work within an existing structured teaching method • Strong communications skills overall, with the ability to communicate well with students , parents • Knowledge of MS Word, Excel and Outlook. • Full training provided • Basic understanding and experience in US educational system is a must Successful candidates will have visa sponsorship"
seriousteachers,213291,https://www.seriousteachers.com/job_details/213291/0/,SCAD Language Studio Professor,SCAD,Hong Kong,Hong Kong,Negotiable,,Master,,,,,https://www.seriousteachers.com/te2/respond/213291/11352,,"Required Degrees: Master’s Degree/TESL/ESL Certification Fields of Expertise: ESL/EFL, University, Salary: Negotiable Details: SCAD’s student body comes from more than 100 countries, and students live and learn at the university’s global locations in the U.S., Lacoste, France, and Hong Kong. Part of making these talented students feel at home is ensuring that they can communicate effectively both in and out of the classroom. SCAD Hong Kong seeks candidates for a full-time SCAD Language Studio professor position to help make that happen. Requirements - Ph.D. or master’s degree, preferably in TESOL, TESL/TEFL, English, second language acquisition, linguistics, applied linguistics, foreign language education, or a related discipline - strong English-speaking proficiency and pronunciation - three to five years collegiate teaching experience - EFL teaching experience and knowledge of a second language and culture are desired. By performing traditional teaching duties as well as one-on-one tutoring, SCAD Language Studio professors provide assistance to non-native English speakers with language skills that will enable them to successfully pursue their studies. ABOUT THE COLLEGE: SCAD is a","Required Degrees: Master’s Degree/TESL/ESL Certification Fields of Expertise: ESL/EFL, University, Salary: Negotiable Details: SCAD’s student body comes from more than 100 countries, and students live and learn at the university’s global locations in the U.S., Lacoste, France, and Hong Kong. Part of making these talented students feel at home is ensuring that they can communicate effectively both in and out of the classroom. SCAD Hong Kong seeks candidates for a full-time SCAD Language Studio professor position to help make that happen. Requirements - Ph.D. or master’s degree, preferably in TESOL, TESL/TEFL, English, second language acquisition, linguistics, applied linguistics, foreign language education, or a related discipline - strong English-speaking proficiency and pronunciation - three to five years collegiate teaching experience - EFL teaching experience and knowledge of a second language and culture are desired. By performing traditional teaching duties as well as one-on-one tutoring, SCAD Language Studio professors provide assistance to non-native English speakers with language skills that will enable them to successfully pursue their studies. ABOUT THE COLLEGE: SCAD is a private, nonprofit, accredited institution conferring bachelor’s and master’s degrees in distinctive locations and online to prepare talented students for professional careers. SCAD offers students a choice of degree programs in 46 majors and 50 minors in locations in Savannah and Atlanta, Georgia, in Lacoste, France, online through SCAD eLearning, and now in Hong Kong. SCAD is an Equal Opportunity / Affirmative Action Employer and welcomes all persons without regard to race, color, national origin, religion, gender, age, sexual orientation or disability."
seriousteachers,248261,https://www.seriousteachers.com/job_details/248261/0/,ESL teachers wanted in Hong Kong,Yew Chung International School,Hong Kong,Hong Kong,2000-4200,USD,Bachelor,,,December 2014,,https://www.seriousteachers.com/te2/respond/248261/15572,,"Required Degrees: yes Fields of Expertise: ESL/EFL, Nursery, Elementary, ESL to Children, Kindergarten, High School, French, Spanish, Math/Physics, Salary: $3,000 USD Yew Chung International School Details: This is to notify you that we are currently seeking for experience ESL Teachers to teach in our Primary and Secondary School classes. Take home salary range after monthly tax deduction is $2,000-$4,200 USD per Month; location of this job is Hong Kong. Starting date of this offer is December 2014 because our new Academic year start November 10th 2014. Accommodation and Medical health insurance will be provided. If you are interested of the offer and ready to relocate to Hong Kong, send us your resume with covering letter and certificate immediately.","Required Degrees: yes Fields of Expertise: ESL/EFL, Nursery, Elementary, ESL to Children, Kindergarten, High School, French, Spanish, Math/Physics, Salary: $3,000 USD Yew Chung International School Details: This is to notify you that we are currently seeking for experience ESL Teachers to teach in our Primary and Secondary School classes. Take home salary range after monthly tax deduction is $2,000-$4,200 USD per Month; location of this job is Hong Kong. Starting date of this offer is December 2014 because our new Academic year start November 10th 2014. Accommodation and Medical health insurance will be provided. If you are interested of the offer and ready to relocate to Hong Kong, send us your resume with covering letter and certificate immediately."
seriousteachers,216427,https://www.seriousteachers.com/job_details/216427/0/,ESLTeachers & Business English Soft Skills Trainer,,"Hong Kong, Hong Kong Island",Hong Kong,Negotiable,,"CELTA, TEFL",,,,,https://www.seriousteachers.com/te2/respond/216427/11780,,"Required Degrees: CELTA, TEFL Fields of Expertise: ESL/EFL, French, Spanish, Salary: Negotiable Details: Part-Time Business English and business soft skills teaching experience required (presentations, negotiations and meeting skills) to older teenagers and adults. Experience with Asian & European students. You should be mature and able to work independently. Retired professionals (lawyers, airline pilots, HR, hospitality managers) a plus.","Required Degrees: CELTA, TEFL Fields of Expertise: ESL/EFL, French, Spanish, Salary: Negotiable Details: Part-Time Business English and business soft skills teaching experience required (presentations, negotiations and meeting skills) to older teenagers and adults. Experience with Asian & European students. You should be mature and able to work independently. Retired professionals (lawyers, airline pilots, HR, hospitality managers) a plus."
seriousteachers,201888,https://www.seriousteachers.com/job_details/201888/0/,English teacher needed,,Hong Kong,Hong Kong,Negotiable,,,,,,,https://www.seriousteachers.com/te2/respond/201888/9894,,"Fields of Expertise: ESL EFL, French, Salary: Negotiable Details: Not specified at this time!","Fields of Expertise: ESL EFL, French, Salary: Negotiable Details: Not specified at this time!"
seriousteachers,169513,https://www.seriousteachers.com/job_details/169513/0/,Montessori Teachers / assistants for 1 - 6 yr old,,,Hong Kong,Negotiable,,,,,,,https://www.seriousteachers.com/te2/respond/169513/5745,,"Required Degrees: AMS / AMI qualified is an advantage Fields of Expertise: ESL/EFL, Nursery, ESL to Children, Kindergarten, French, Spanish, Certified Montessori teachers/assistant srequired Salary: Negotiable Details: Minimum 2 years experiences teaching in Montessori school. Fluent speaking in English, plus French/Italian/German/Spanish/Mandarin. Air ticket charges will be re-inbursed after the completion of contract. Interested parties please send your full resume, reference letter, photo with kids in school activities.","Required Degrees: AMS / AMI qualified is an advantage Fields of Expertise: ESL/EFL, Nursery, ESL to Children, Kindergarten, French, Spanish, Certified Montessori teachers/assistant srequired Salary: Negotiable Details: Minimum 2 years experiences teaching in Montessori school. Fluent speaking in English, plus French/Italian/German/Spanish/Mandarin. Air ticket charges will be re-inbursed after the completion of contract. Interested parties please send your full resume, reference letter, photo with kids in school activities."
seriousteachers,249171,https://www.seriousteachers.com/job_details/249171/0/,ESL teachers wanted in Hong Kong,Japanese Inter. School Hong Kong,Hong Kong,Hong Kong,"$2,000-$4,000",USD,,,,January 2015,,https://www.seriousteachers.com/te2/respond/249171/15664,,"Fields of Expertise: ESL/EFL, Nursery, Elementary, ESL to Children, Spanish, Math/Physics, Salary: $3,800 USD Japanese Inter. School Hong Kong Details: This is to notify you that we are urgently seeking for experience ESL Teachers to teach in our Primary and secondary School classes. Starting date of this offer is January 2015 because our new Academic year will be starting on 5th of January 2015. Requirements for ALL Foreign Teachers: • Fluent English speaker • 16 hours (24 periods) teaching per week (40 mins. per class) • Must be on campus during 8:00-3:30 Mon-Fri • Must love Student. The act of teaching must have an outgoing personality, good interpersonal relations, patience, and have a genuine love for all students. Benefits: • Monthly Salary Range after tax deduction is $2,000-$4,000 USD • Bonus • Medical insurance • Paid winter holiday • School lunch • Transportation from city center • School holiday presents • Accommodation If you are interested and ready to relocate to Hong Kong for this job offer send us your documents immediately.","Fields of Expertise: ESL/EFL, Nursery, Elementary, ESL to Children, Spanish, Math/Physics, Salary: $3,800 USD Japanese Inter. School Hong Kong Details: This is to notify you that we are urgently seeking for experience ESL Teachers to teach in our Primary and secondary School classes. Starting date of this offer is January 2015 because our new Academic year will be starting on 5th of January 2015. Requirements for ALL Foreign Teachers: • Fluent English speaker • 16 hours (24 periods) teaching per week (40 mins. per class) • Must be on campus during 8:00-3:30 Mon-Fri • Must love Student. The act of teaching must have an outgoing personality, good interpersonal relations, patience, and have a genuine love for all students. Benefits: • Monthly Salary Range after tax deduction is $2,000-$4,000 USD • Bonus • Medical insurance • Paid winter holiday • School lunch • Transportation from city center • School holiday presents • Accommodation If you are interested and ready to relocate to Hong Kong for this job offer send us your documents immediately."
seriousteachers,254085,https://www.seriousteachers.com/job_details/254085/0/,creative NET needed,Hong Kong Young Artist Academy,Hong Kong,Hong Kong,"10,000",CNY,,,,,,https://www.seriousteachers.com/te2/respond/254085/16217,,"Fields of Expertise: Elementary, ESL to Children, Kindergarten, Summer Camp, Salary: ¥10,000 CNY Hong Kong Young Artist Academy Details: be passionate to education and arts kids-person willing to travel and work in various of schools","Fields of Expertise: Elementary, ESL to Children, Kindergarten, Summer Camp, Salary: ¥10,000 CNY Hong Kong Young Artist Academy Details: be passionate to education and arts kids-person willing to travel and work in various of schools"
seriousteachers,204541,https://www.seriousteachers.com/job_details/204541/0/,Fun and Enthusiastic Teachers/Assistants Wanted!,TLC Global Holding Limited,Hong Kong,Hong Kong,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/204541/10236,,"Required Degrees: University Degree Fields of Expertise: Elementary, Science, Math/Physics, Summer Camp, Drama, Magic, and Holiday Camps Salary: Negotiable TLC Global Holding Limited Details: We are an education solutions provider running a range of after school and holiday activity programmes for international primary schools in Hong Kong since 2004. We are seeking individuals to join our team and support our growth initiatives in Hong Kong and beyond. If you consider yourself fun, dedicated and high energy we would like to hear from you! What we offer: * An enjoyable, robust, interactive curriculum * A supportive team and work environment * A flexible work schedule (casual position) with potential for ongoing employment for the right candidate Who we seek: * Fun and energetic team member * Flexibility and willingness to learn on the job * Knowledge or prior experience in primary subject areas would be an advantage Please email your cover letter and resume including expected hourly rate and available days/ times.","Required Degrees: University Degree Fields of Expertise: Elementary, Science, Math/Physics, Summer Camp, Drama, Magic, and Holiday Camps Salary: Negotiable TLC Global Holding Limited Details: We are an education solutions provider running a range of after school and holiday activity programmes for international primary schools in Hong Kong since 2004. We are seeking individuals to join our team and support our growth initiatives in Hong Kong and beyond. If you consider yourself fun, dedicated and high energy we would like to hear from you! What we offer: * An enjoyable, robust, interactive curriculum * A supportive team and work environment * A flexible work schedule (casual position) with potential for ongoing employment for the right candidate Who we seek: * Fun and energetic team member * Flexibility and willingness to learn on the job * Knowledge or prior experience in primary subject areas would be an advantage Please email your cover letter and resume including expected hourly rate and available days/ times."
seriousteachers,197261,https://www.seriousteachers.com/job_details/197261/0/,Native English Teacher,,Hong Kong,Hong Kong,"2,500",USD,TEFL,,,,,https://www.seriousteachers.com/te2/respond/197261/9295,,"Required Degrees: TEFL/ TESOL / Education background Fields of Expertise: Nursery, Elementary, Kindergarten, Summer Camp, Salary: $2,500 USD Details: NATIVE ENGLISH TEACHER","Required Degrees: TEFL/ TESOL / Education background Fields of Expertise: Nursery, Elementary, Kindergarten, Summer Camp, Salary: $2,500 USD Details: NATIVE ENGLISH TEACHER"
seriousteachers,280350,https://www.seriousteachers.com/job_details/280350/0/,English Teacher in Sumba,Sumba Hospitality Foundation,Sumba Island,Indonesia,$600,USD,TEFL,,,September/October 2026,,https://www.seriousteachers.com/te2/respond/280350/25372,,"Fields of Expertise: ESL/EFL, Salary: $600 USD Details: Sumba Hospitality Foundation is seeking a qualified and passionate Certified English Teacher to join our dedicated team of educators. English teachers at Sumba Hospitality Foundation (SHF) and Makan Dulu campuses are responsible for providing high-quality vocational training in hospitality to empower Sumbanese youth. The school comprises five departments: Front Office, Food and Beverage, Culinary, Spa, and Housekeeping. Each year, 50 students from socially and economically disadvantaged backgrounds across four regencies in Sumba Island are accepted at SHF and 12 students at Makan Dulu. Both SHF and Makan Dulu offer intensive English lessons to students, recognizing the importance of the language in the hospitality industry. At SHF, students are grouped into three levels: Beginner, Moderate, and Advanced, with two classes per level and three sessions per week. At Makan Dulu, students are divided into Low and High levels, with four sessions weekly. Responsibilities: English Language Instruction: Plan and deliver engaging English language lessons to students with varying proficiency levels. Focus on language skills relevant to ho","Fields of Expertise: ESL/EFL, Salary: $600 USD Details: Sumba Hospitality Foundation is seeking a qualified and passionate Certified English Teacher to join our dedicated team of educators. English teachers at Sumba Hospitality Foundation (SHF) and Makan Dulu campuses are responsible for providing high-quality vocational training in hospitality to empower Sumbanese youth. The school comprises five departments: Front Office, Food and Beverage, Culinary, Spa, and Housekeeping. Each year, 50 students from socially and economically disadvantaged backgrounds across four regencies in Sumba Island are accepted at SHF and 12 students at Makan Dulu. Both SHF and Makan Dulu offer intensive English lessons to students, recognizing the importance of the language in the hospitality industry. At SHF, students are grouped into three levels: Beginner, Moderate, and Advanced, with two classes per level and three sessions per week. At Makan Dulu, students are divided into Low and High levels, with four sessions weekly. Responsibilities: English Language Instruction: Plan and deliver engaging English language lessons to students with varying proficiency levels. Focus on language skills relevant to hospitality, including communication with guests, customer service, and professional writing. Curriculum Development: Collaborate with the education team to develop and enhance English language curriculum materials. Integrate cultural and hospitality industry elements into lesson plans to provide practical language application. Student Engagement: Foster an inclusive and interactive learning environment that encourages active participation and communication. Provide constructive feedback and support to students, promoting continuous improvement. Qualifications and Expectations: - Certified English teacher with relevant teaching credentials. - Understanding of Teaching English as a Foreign Language. - Familiarity with the CEFR (Common European Framework of Reference). - Good grasp of teaching techniques and pedagogy (TESOL/TEFL Certificates). - Awareness of common difficulties faced by Indonesian learners. - Experience in teaching English as a second language, preferably in a multicultural setting. - Excellent communication and interpersonal skills. - Cross-cultural sensitivity and adaptability. Benefits: - Contribute to the educational and professional development of students in a unique and vibrant setting. - Experience the rich culture of Sumba and engage in meaningful cross-cultural exchanges. - Play a role in preparing students for success in the global hospitality industry. What we offer: - On-site accommodation - Three meals per day - Weekly laundry service - Work permit sponsorship for non-Indonesian citizens Location Maringi Sumba Training Hotel and Makan Dulu Training Restaurant, Sumba Island, Indonesia. If you are a dedicated and certified English teacher passionate about making a positive impact, we invite you to join our team at Sumba Hospitality Foundation. The ideal start date for this position is September/October 2026. Due to the high volume of applications, only shortlisted candidates will be contacted. We apologize for any inconvenience and appreciate your understanding."
